StateCode,StandardComponentId,TwoParentFamilyMaxDependentsRule,SingleParentFamilyMaxDependentsRule,DependentMaximumAgRule,ChildrenOnlyContractMaxChildrenRule,DomesticPartnerAsSpouseIndicator,SameSexPartnerAsSpouseIndicator,MinimumTobaccoFreeMonthsRule,MarketCoverage,DentalOnlyPlan
OH,99969OH0040018,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0040019,3 or more,3 or more,25,1,No,No,6,Individual,No
OH,99969OH0040020,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0040021,3 or more,3 or more,25,1,No,No,6,Individual,No
OH,99969OH0040022,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0040023,3 or more,3 or more,25,1,No,No,6,Individual,No
OH,99969OH0050013,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),No
OH,99969OH0050017,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),No
OH,99969OH0060002,3 or more,3 or more,25,1,Yes,Yes,6,Individual,Yes
OH,99969OH0060003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,Yes
OH,99969OH0060004,3 or more,3 or more,25,1,Yes,Yes,6,Individual,Yes
OH,99969OH0060005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,Yes
OH,99969OH0070002,3 or more,3 or more,25,1,Yes,Yes,6,SHOP (Small Group),Yes
OH,99969OH0080001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OH,99969OH0080002,3 or more,3 or more,25,1,No,No,6,Individual,No
OR,10091OR0470002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,10091OR0480001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,10091OR0490001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,25486OR0020001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,25486OR0020002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,25486OR0020003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,28415OR0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,28415OR0010002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,28415OR0210001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,30969OR0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,30969OR0020001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,30969OR0030001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,32536OR0020002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0020004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0020006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0020008,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0020009,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0020010,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0020011,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0020012,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0020013,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0040001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0040002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,32536OR0040003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,39424OR1240001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1240002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1260001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1260002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1310001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1320001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1460001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1460002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1460003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1460004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1470001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1480001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1480002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1480003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1490001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,39424OR1500001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
OR,56707OR0850005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0850006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0850008,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0870002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0880002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0900008,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0900009,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0900011,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0910008,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0910009,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0910011,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR0990002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,56707OR1000002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,60013OR0020002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,60013OR0020003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,63474OR0010001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0010002,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0030003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0130001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0140001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0160001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0310001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0320001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0330001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0480001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0500001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0510001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0520001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0530001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0540001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,63474OR0550001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
OR,68420OR0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,68420OR0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,71287OR0420001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0420002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0420003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0420004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0420005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0420010,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0420011,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0420012,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0420014,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0420015,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,71287OR0590001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,71287OR0590002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,71287OR0590003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,85804OR0440001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
OR,85804OR0530001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,85804OR0530002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,85804OR0530003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,85804OR0540001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,85804OR0540002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,85804OR0550001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,85804OR0560001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,85804OR0570001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,85804OR0570002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,95417OR0090001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,95417OR0110001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,95417OR0140001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,95417OR0150001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,Yes
OR,95417OR0180001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,95417OR0190001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,95417OR0200001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,95417OR0240001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0550001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0560001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0570001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0590001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0600001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0610001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0620001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0630001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0640001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0650001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0660001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0670001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0680001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
OR,99389OR0690001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
SD,11782SD0030001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,11782SD0030002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,11782SD0040001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,11782SD0040002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,13380SD0030001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,13380SD0030002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,13380SD0040001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,13380SD0040002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,14186SD0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,14186SD0010002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,14186SD0020001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,14186SD0020002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,14186SD0030001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,14186SD0030002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,25868SD0010003,3 or more,3 or more,25,3 or more,No,No,Not Applicable,Individual,Yes
SD,25868SD0010004,3 or more,3 or more,25,3 or more,No,No,Not Applicable,Individual,Yes
SD,25868SD0020003,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
SD,25868SD0020004,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
SD,26240SD0020001,3 or more,3 or more,26,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
SD,26240SD0020002,3 or more,3 or more,26,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
SD,26240SD0030001,3 or more,3 or more,26,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
SD,28583SD0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,28583SD0010002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,28583SD0010003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,28583SD0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,28583SD0010005,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,28583SD0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,28583SD0010007,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,28583SD0010008,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,31195SD0080001,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0080002,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0080003,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0080004,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0080005,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0080006,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0080007,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0080008,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0080009,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0080010,3 or more,3 or more,28,3 or more,No,Yes,6,Individual,No
SD,31195SD0090001,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
SD,31195SD0090002,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
SD,31195SD0090003,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
SD,31195SD0090004,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
SD,31195SD0090005,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
SD,31195SD0090006,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
SD,31195SD0090007,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
SD,31195SD0090008,3 or more,3 or more,28,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),No
SD,34765SD0010011,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,34765SD0010013,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,34765SD0010014,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
SD,34765SD0020011,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,34765SD0020013,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,34765SD0020014,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,59141SD0030001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,59141SD0030002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,59141SD0040001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,59141SD0040002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,60536SD0010015,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),No
SD,60536SD0010017,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),No
SD,60536SD0010019,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),No
SD,60536SD0010020,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),No
SD,60536SD0010021,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),No
SD,60536SD0010022,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),No
SD,60536SD0010023,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),No
SD,60536SD0010025,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),No
SD,60536SD0010026,3 or more,3 or more,25,3 or more,No,No,Not Applicable,SHOP (Small Group),No
SD,60536SD0020006,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020007,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020009,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020010,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020011,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020012,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020013,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020014,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020018,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020021,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020022,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020023,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020024,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,60536SD0020025,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
SD,61214SD0010007,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,61214SD0010008,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,61214SD0010009,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,61214SD0010010,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,61214SD0010011,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
SD,61214SD0010012,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
UT,14948UT0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,14948UT0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,14948UT0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,14948UT0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,18167UT0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
UT,18167UT0010002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
UT,18167UT0010003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,No
UT,40335UT0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,40335UT0020001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,40335UT0030001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,40335UT0110001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,40335UT0120001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,42261UT0050001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,42261UT0050002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,42261UT0050003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,42261UT0050004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,42261UT0050005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,42757UT0020003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,42757UT0020004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,42757UT0020005,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,42757UT0020006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,46958UT0470001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,56764UT0010001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,56764UT0010002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,56764UT0010003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,56764UT0010004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,56764UT0010005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,56764UT0010006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0010001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0010002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0010003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0010004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0010005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0010006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0010007,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0010008,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
UT,68781UT0010009,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
